age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,capital,income
53,Self-emp-inc,135643,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,50,South,0,<=50K
55,?,376058,9th,Never-married,?,Own-child,White,Female,45,United-States,0,<=50K
30,Private,151001,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,3464,<=50K
17,Private,153035,10th,Never-married,Sales,Own-child,White,Female,20,United-States,0,<=50K
45,Self-emp-not-inc,28119,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,65,United-States,0,<=50K
37,Private,187311,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,0,<=50K
31,Private,452405,Preschool,Never-married,Other-service,Other-relative,White,Female,35,Mexico,0,<=50K
54,Private,816750,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-2051,<=50K
17,?,406920,10th,Never-married,?,Own-child,White,Male,40,United-States,0,<=50K
30,Self-emp-not-inc,292472,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,55,United-States,0,>50K
49,Self-emp-not-inc,340755,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,5178,>50K
25,Private,66935,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,<=50K
37,Private,172232,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,30,United-States,0,<=50K
44,Private,297248,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Male,40,Columbia,0,<=50K
47,Local-gov,188537,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,0,>50K
27,Private,155057,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
57,State-gov,254949,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
41,Private,35166,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,15024,>50K
20,Private,174063,Some-college,Never-married,Other-service,Own-child,White,Female,40,United-States,0,<=50K
40,Private,37848,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,<=50K
42,Federal-gov,122861,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
61,Private,139391,Some-college,Never-married,Tech-support,Own-child,White,Male,16,United-States,0,<=50K
46,Private,321327,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,7298,>50K
44,Private,194049,Some-college,Divorced,Other-service,Unmarried,Black,Female,35,United-States,0,<=50K
22,Private,308334,HS-grad,Never-married,Other-service,Own-child,White,Female,19,United-States,0,<=50K
25,Private,213383,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,<=50K
53,Private,92565,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,0,>50K
51,Private,95946,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
34,Private,123291,10th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,0,<=50K
22,Private,349198,7th-8th,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,0,<=50K
41,Self-emp-not-inc,193459,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,<=50K
29,Private,146719,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,45,United-States,0,<=50K
23,Private,210474,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,0,<=50K
55,State-gov,294395,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,6849,<=50K
63,Private,101077,Assoc-acdm,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,35,United-States,0,<=50K
28,Private,50814,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
18,Private,110230,11th,Never-married,Handlers-cleaners,Own-child,White,Male,5,United-States,0,<=50K
30,Private,378009,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
22,Private,204160,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,0,<=50K
42,Private,303155,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
44,Federal-gov,109414,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,-1977,>50K
42,Private,195508,11th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0,<=50K
50,Private,301583,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,<=50K
18,Private,27620,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States,0,<=50K
43,Private,52433,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,0,<=50K
57,Private,176079,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
49,Private,205694,HS-grad,Never-married,Other-service,Own-child,White,Female,40,Canada,0,<=50K
23,Local-gov,145112,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,43,United-States,0,<=50K
40,Private,299813,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,37,Dominican-Republic,0,<=50K
18,Private,126071,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
67,?,159542,5th-6th,Widowed,?,Unmarried,Black,Female,40,United-States,0,<=50K
45,Self-emp-not-inc,32172,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0,<=50K
28,Local-gov,134771,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,55,United-States,0,<=50K
31,Private,176185,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,France,0,>50K
54,Private,64421,Some-college,Widowed,Tech-support,Unmarried,White,Female,40,United-States,0,<=50K
18,Private,152044,10th,Never-married,Other-service,Own-child,White,Female,3,United-States,0,<=50K
24,Private,321763,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,0,<=50K
48,Private,29128,HS-grad,Divorced,Other-service,Unmarried,White,Female,20,United-States,0,<=50K
37,Private,105021,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,>50K
28,Self-emp-not-inc,33363,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0,>50K
21,Private,94826,5th-6th,Never-married,Craft-repair,Own-child,White,Male,40,Guatemala,0,<=50K
32,Self-emp-not-inc,33404,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,10520,>50K
32,Private,119124,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0,<=50K
31,Self-emp-not-inc,119411,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,0,>50K
23,Self-emp-not-inc,271486,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0,<=50K
18,?,216508,12th,Never-married,?,Not-in-family,White,Male,25,United-States,0,<=50K
64,Private,292639,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,10566,<=50K
59,Private,395736,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,>50K
28,Self-emp-not-inc,212318,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,0,<=50K
45,Local-gov,167159,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,0,>50K
42,Private,135056,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,<=50K
35,Self-emp-not-inc,120066,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,United-States,0,<=50K
25,Private,231638,Some-college,Never-married,Tech-support,Unmarried,White,Female,24,United-States,0,<=50K
36,State-gov,143385,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,<=50K
39,Self-emp-not-inc,151835,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
23,Private,148948,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0,<=50K
57,Private,36091,HS-grad,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0,<=50K
51,Private,282549,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,3137,<=50K
59,Private,208395,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,0,<=50K
54,Self-emp-inc,304570,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,?,7688,>50K
21,Private,169188,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,35,United-States,0,<=50K
28,Private,79874,Some-college,Never-married,Other-service,Not-in-family,White,Male,37,United-States,0,<=50K
23,Private,415755,11th,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0,<=50K
20,Private,289944,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,0,<=50K
50,Private,140741,11th,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,0,<=50K
52,Private,292110,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,0,<=50K
17,Private,110798,11th,Never-married,Sales,Own-child,White,Female,20,United-States,0,<=50K
40,Private,145504,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,0,<=50K
22,Private,173736,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
37,Private,245482,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,?,0,<=50K
17,?,139183,10th,Never-married,?,Own-child,White,Female,15,United-States,0,<=50K
42,Private,198955,9th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,46,United-States,0,<=50K
36,Private,117528,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,0,<=50K
53,Private,231482,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,<=50K
55,Private,286230,11th,Divorced,Sales,Own-child,White,Female,20,United-States,0,<=50K
19,Private,109928,11th,Never-married,Sales,Own-child,Black,Female,35,United-States,0,<=50K
18,Private,148952,Some-college,Never-married,Other-service,Own-child,White,Female,24,United-States,0,<=50K
39,Self-emp-not-inc,208109,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,>50K
63,Private,28334,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,>50K
51,Private,379797,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,<=50K
37,State-gov,106347,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States,0,<=50K
35,Private,164526,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
42,Private,275677,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0,<=50K
51,Private,98791,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,>50K
42,Private,177989,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
24,Private,222993,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
21,Private,31606,Some-college,Never-married,Other-service,Own-child,White,Female,25,Germany,0,<=50K
40,Private,65866,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,United-States,-213,<=50K
38,Private,241962,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,<=50K
49,Private,115784,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0,<=50K
35,Private,203628,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,>50K
40,Private,55191,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,0,<=50K
55,Private,172642,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
51,?,69328,Assoc-voc,Married-civ-spouse,?,Husband,White,Male,50,United-States,0,>50K
27,Private,245661,HS-grad,Separated,Machine-op-inspct,Own-child,White,Female,40,United-States,0,<=50K
31,?,345497,10th,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,<=50K
54,Local-gov,34832,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,>50K
49,Private,143482,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
38,Private,188503,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,35,United-States,6497,<=50K
45,Private,355781,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,Japan,0,>50K
29,Private,194402,Masters,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,42,?,0,<=50K
27,Private,85251,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,<=50K
30,Private,224462,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,<=50K
28,Self-emp-not-inc,420054,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Italy,0,<=50K
21,Private,110677,Some-college,Married-civ-spouse,Other-service,Other-relative,White,Female,30,United-States,0,<=50K
22,Private,283969,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,Mexico,0,<=50K
68,Private,163346,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,32,United-States,0,<=50K
34,Private,113838,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,>50K
40,Private,104892,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
21,Private,33884,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
43,Private,115178,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,>50K
28,Private,184723,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,35,United-States,-1980,<=50K
27,Private,86681,Bachelors,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
45,Self-emp-not-inc,39986,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,United-States,-1740,<=50K
61,Private,198231,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
23,Private,283092,HS-grad,Never-married,Sales,Other-relative,Black,Male,40,Jamaica,0,<=50K
26,State-gov,287420,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,0,<=50K
39,Private,115418,Some-college,Never-married,Adm-clerical,Own-child,White,Female,45,United-States,2174,<=50K
49,Self-emp-inc,26502,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,45,United-States,6497,<=50K
31,Private,137367,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,40,India,0,<=50K
42,Private,124792,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,45,United-States,7688,>50K
47,Private,219054,HS-grad,Divorced,Other-service,Unmarried,Black,Female,40,United-States,0,<=50K
55,Private,368797,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,-1977,>50K
46,Private,195416,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,44,United-States,0,>50K
59,Self-emp-not-inc,181070,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,England,0,>50K
19,Private,240468,Some-college,Married-spouse-absent,Sales,Own-child,White,Female,40,United-States,-1602,<=50K
47,Private,120131,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,>50K
46,Private,110457,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,<=50K
40,Local-gov,231832,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
37,Private,22463,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1977,>50K
61,Private,33460,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
31,Private,126501,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
56,Private,215839,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,?,0,<=50K
58,Private,141379,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,42,United-States,0,<=50K
81,?,89391,Prof-school,Married-civ-spouse,?,Husband,White,Male,24,United-States,0,>50K
64,?,380687,Bachelors,Married-civ-spouse,?,Wife,Black,Female,8,United-States,0,<=50K
49,State-gov,324791,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
38,Private,89202,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
53,Private,120839,12th,Divorced,Farming-fishing,Own-child,White,Male,40,United-States,0,<=50K
35,Private,187022,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,<=50K
39,Private,184659,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
47,Self-emp-not-inc,88500,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,0,<=50K
35,Private,335777,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40,Mexico,0,<=50K
25,?,178960,11th,Never-married,?,Unmarried,White,Female,40,United-States,0,<=50K
56,Private,177271,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
54,Private,351760,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,0,<=50K
34,Private,287315,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,>50K
38,Private,131827,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,0,<=50K
43,Private,295510,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,>50K
44,Private,290521,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,0,<=50K
